OrderID,OrderDate,CustomerID,ProductID,ManagerID,Quantity,UnitPrice,DiscountPct,Cost
O10611,2024-03-27,C1481,P1063,M103,4,513.62,0.05,271.36
O10612,2024-01-09,C1095,P1116,M105,1,198.04,0.15,152.51
O10612,2024-01-09,C1095,P1099,M105,4,254.99,0.2,178.9
O10612,2024-01-09,C1095,P1043,M105,3,807.71,0.15,421.56
O10612,2024-01-09,C1095,P1030,M105,5,980.21,0.0,568.99
O10613,2024-07-07,C1377,P1083,M105,3,183.58,0.1,123.14
O10613,2024-07-07,C1377,P1056,M105,2,452.32,0.05,299.51
O10614,2024-02-19,C1084,P1018,M106,1,920.44,0.2,646.23
O10614,2024-02-19,C1084,P1043,M106,4,850.0,0.15,486.26
O10615,2025-08-03,C1426,P1076,M105,5,633.13,0.05,427.14
O10616,2024-12-24,C1023,P1017,M101,3,635.8,0.0,476.25
O10616,2024-12-24,C1023,P1106,M101,4,619.3,0.1,407.33
O10616,2024-12-24,C1023,P1032,M101,5,585.64,0.2,462.87
O10617,2024-05-29,C1266,P1023,M106,3,115.18,0.2,75.91
O10617,2024-05-29,C1266,P1002,M106,1,649.14,0.1,517.72
O10617,2024-05-29,C1266,P1049,M106,5,834.86,0.0,599.58
O10617,2024-05-29,C1266,P1095,M106,1,696.47,0.05,440.79
O10618,2024-01-15,C1122,P1078,M102,3,336.24,0.15,254.56
O10618,2024-01-15,C1122,P1082,M102,1,553.29,0.2,373.43
O10618,2024-01-15,C1122,P1066,M102,1,663.73,0.2,391.45
O10619,2024-10-08,C1444,P1061,M106,4,57.3,0.15,32.18
O10619,2024-10-08,C1444,P1058,M106,1,134.36,0.05,102.89
O10620,2025-06-08,C1366,P1116,M106,1,737.9,0.05,565.4
O10621,2024-08-02,C1006,P1082,M107,4,67.66,0.0,37.01
O10621,2024-08-02,C1006,P1032,M107,2,393.37,0.0,228.35
O10621,2024-08-02,C1006,P1090,M107,2,189.07,0.1,108.84
O10621,2024-08-02,C1006,P1056,M107,1,520.04,0.15,356.41
O10622,2025-06-06,C1394,P1065,M103,4,557.18,0.0,438.13
O10622,2025-06-06,C1394,P1009,M103,5,534.24,0.1,372.39
O10623,2025-01-13,C1134,P1073,M102,5,543.8,0.1,373.43
O10623,2025-01-13,C1134,P1055,M102,1,72.97,0.15,54.9
O10623,2025-01-13,C1134,P1042,M102,2,436.04,0.0,312.36
O10623,2025-01-13,C1134,P1090,M102,3,50.67,0.05,40.26
O10624,2024-11-25,C1180,P1087,M103,4,884.36,0.1,513.3
O10624,2024-11-25,C1180,P1079,M103,4,705.3,0.2,466.51
O10624,2024-11-25,C1180,P1010,M103,3,268.78,0.0,196.18
O10624,2024-11-25,C1180,P1019,M103,2,454.59,0.1,301.9
O10625,2024-11-20,C1285,P1012,M101,2,756.23,0.0,404.67
O10625,2024-11-20,C1285,P1074,M101,4,135.6,0.1,93.42
O10625,2024-11-20,C1285,P1118,M101,5,626.35,0.1,495.53
O10625,2024-11-20,C1285,P1104,M101,2,497.48,0.1,312.07
O10626,2025-10-12,C1283,P1004,M100,1,284.19,0.2,167.58
O10626,2025-10-12,C1283,P1042,M100,1,394.79,0.2,212.87
O10626,2025-10-12,C1283,P1049,M100,1,153.77,0.05,112.89
O10626,2025-10-12,C1283,P1044,M100,1,983.55,0.1,502.39
O10627,2025-05-17,C1324,P1111,M100,3,809.55,0.15,540.69
O10628,2025-02-12,C1491,P1038,M107,5,855.97,0.05,665.05
O10628,2025-02-12,C1491,P1068,M107,1,847.06,0.1,552.74
O10629,2024-09-10,C1430,P1009,M105,5,749.76,0.0,409.9
O10629,2024-09-10,C1430,P1034,M105,4,219.68,0.05,173.09
O10629,2024-09-10,C1430,P1117,M105,5,908.67,0.2,461.1
O10629,2024-09-10,C1430,P1111,M105,3,89.22,0.2,67.59
O10630,2024-07-02,C1387,P1071,M106,1,902.61,0.2,511.0
O10630,2024-07-02,C1387,P1023,M106,1,257.86,0.1,197.64
O10630,2024-07-02,C1387,P1028,M106,2,610.9,0.05,483.32
O10630,2024-07-02,C1387,P1033,M106,1,967.65,0.15,634.49
O10631,2025-11-27,C1204,P1057,M104,1,95.25,0.0,61.99
O10631,2025-11-27,C1204,P1054,M104,2,746.17,0.1,447.87
O10631,2025-11-27,C1204,P1079,M104,5,488.88,0.0,245.69
O10631,2025-11-27,C1204,P1085,M104,2,35.64,0.1,23.74
O10632,2024-05-27,C1400,P1010,M104,5,290.39,0.05,166.12
O10632,2024-05-27,C1400,P1017,M104,5,191.97,0.2,106.92
O10633,2025-06-12,C1380,P1038,M101,4,125.52,0.2,75.61
O10633,2025-06-12,C1380,P1021,M101,2,566.49,0.15,360.12
O10633,2025-06-12,C1380,P1009,M101,4,640.45,0.15,392.51
O10634,2024-12-21,C1066,P1096,M102,3,882.89,0.0,683.16
O10635,2025-12-28,C1096,P1097,M101,4,506.8,0.0,324.97
O10635,2025-12-28,C1096,P1005,M101,1,294.12,0.2,216.81
O10635,2025-12-28,C1096,P1007,M101,3,390.18,0.0,282.76
O10635,2025-12-28,C1096,P1108,M101,4,259.48,0.2,199.95
O10636,2025-03-22,C1046,P1048,M102,1,555.18,0.15,312.95
O10636,2025-03-22,C1046,P1082,M102,1,528.05,0.05,304.96
O10636,2025-03-22,C1046,P1032,M102,4,541.49,0.15,320.84
O10636,2025-03-22,C1046,P1117,M102,3,766.45,0.2,396.35
O10637,2025-04-22,C1305,P1053,M100,1,110.83,0.0,62.05
O10637,2025-04-22,C1305,P1097,M100,5,428.48,0.1,253.54
O10637,2025-04-22,C1305,P1027,M100,5,655.35,0.1,434.0
O10638,2024-11-30,C1224,P1094,M106,4,972.96,0.05,722.28
O10639,2024-06-29,C1431,P1063,M105,3,352.2,0.05,250.01
O10640,2024-04-24,C1327,P1056,M105,3,819.61,0.0,638.42
O10640,2024-04-24,C1327,P1044,M105,1,642.98,0.0,496.42
O10640,2024-04-24,C1327,P1036,M105,5,94.55,0.15,66.5
O10640,2024-04-24,C1327,P1113,M105,3,605.96,0.1,319.43
O10641,2024-02-27,C1266,P1019,M107,3,416.49,0.15,298.75
O10641,2024-02-27,C1266,P1112,M107,1,860.39,0.05,543.26
O10641,2024-02-27,C1266,P1055,M107,1,186.55,0.15,116.67
O10642,2024-08-24,C1421,P1110,M103,2,158.28,0.05,113.78
O10642,2024-08-24,C1421,P1076,M103,1,576.56,0.0,428.1
O10642,2024-08-24,C1421,P1070,M103,5,748.99,0.2,544.54
O10643,2025-09-11,C1472,P1083,M105,4,747.0,0.05,551.14
O10643,2025-09-11,C1472,P1108,M105,1,649.9,0.15,372.98
O10643,2025-09-11,C1472,P1007,M105,4,140.39,0.2,95.78
O10643,2025-09-11,C1472,P1052,M105,5,260.67,0.05,133.73
O10644,2024-06-24,C1405,P1026,M106,1,240.86,0.1,121.71
O10644,2024-06-24,C1405,P1098,M106,5,697.19,0.05,432.44
O10645,2025-06-11,C1256,P1067,M106,2,358.19,0.1,201.42
O10645,2025-06-11,C1256,P1101,M106,2,792.23,0.15,557.03
O10645,2025-06-11,C1256,P1050,M106,2,743.47,0.1,451.78
O10646,2025-01-13,C1033,P1098,M101,5,810.77,0.05,479.45
O10646,2025-01-13,C1033,P1112,M101,4,234.94,0.05,177.47
O10646,2025-01-13,C1033,P1044,M101,1,930.62,0.2,533.58
O10647,2025-03-03,C1114,P1088,M104,4,904.24,0.15,587.27
O10647,2025-03-03,C1114,P1055,M104,2,825.51,0.1,415.87
O10647,2025-03-03,C1114,P1075,M104,3,708.3,0.2,479.8
O10648,2024-04-22,C1489,P1103,M102,3,84.77,0.1,61.35
O10648,2024-04-22,C1489,P1018,M102,5,600.1,0.05,441.66
O10648,2024-04-22,C1489,P1065,M102,5,554.19,0.05,411.31
O10648,2024-04-22,C1489,P1097,M102,4,14.07,0.1,10.98
O10649,2024-07-25,C1032,P1112,M107,4,667.81,0.2,522.98
O10649,2024-07-25,C1032,P1031,M107,2,889.65,0.05,482.95
O10649,2024-07-25,C1032,P1059,M107,2,122.11,0.15,84.47
O10650,2025-08-10,C1215,P1072,M104,5,740.0,0.05,520.78
O10650,2025-08-10,C1215,P1119,M104,4,750.12,0.1,466.85
O10650,2025-08-10,C1215,P1033,M104,1,123.04,0.0,83.2
O10650,2025-08-10,C1215,P1052,M104,4,455.09,0.0,251.79
O10651,2025-07-29,C1458,P1088,M100,2,999.22,0.15,518.55
O10652,2025-06-21,C1240,P1031,M101,1,168.15,0.2,98.46
O10652,2025-06-21,C1240,P1102,M101,1,548.59,0.05,434.77
O10652,2025-06-21,C1240,P1104,M101,4,614.62,0.05,360.27
O10653,2024-12-07,C1083,P1098,M107,5,871.32,0.15,548.02
O10654,2025-11-26,C1434,P1048,M107,2,24.87,0.05,16.82
O10654,2025-11-26,C1434,P1096,M107,2,431.86,0.2,281.11
O10655,2024-02-28,C1077,P1065,M103,4,281.67,0.15,214.75
O10655,2024-02-28,C1077,P1074,M103,1,941.8,0.0,626.45
O10655,2024-02-28,C1077,P1104,M103,5,339.63,0.15,210.42
O10656,2025-05-14,C1116,P1040,M102,1,691.47,0.0,398.56
O10656,2025-05-14,C1116,P1065,M102,5,107.06,0.0,56.7
O10657,2025-01-04,C1289,P1112,M100,3,631.59,0.1,417.24
O10657,2025-01-04,C1289,P1019,M100,1,742.08,0.05,554.54
O10657,2025-01-04,C1289,P1057,M100,5,323.3,0.2,171.33
O10658,2024-09-05,C1430,P1092,M105,1,669.86,0.0,437.15
O10658,2024-09-05,C1430,P1098,M105,1,243.21,0.05,184.32
O10658,2024-09-05,C1430,P1076,M105,1,811.33,0.15,532.31
O10658,2024-09-05,C1430,P1114,M105,3,772.53,0.05,574.25
O10659,2025-05-28,C1091,P1044,M103,2,522.42,0.15,412.01
O10660,2025-05-21,C1229,P1080,M105,2,98.12,0.2,58.57
O10660,2025-05-21,C1229,P1039,M105,2,905.07,0.05,558.51
O10660,2025-05-21,C1229,P1114,M105,3,673.74,0.1,532.53
O10661,2025-11-17,C1465,P1114,M103,5,595.44,0.05,319.36
O10661,2025-11-17,C1465,P1056,M103,2,519.31,0.1,390.12
O10661,2025-11-17,C1465,P1016,M103,4,512.43,0.15,291.07
O10661,2025-11-17,C1465,P1006,M103,1,692.93,0.1,350.5
O10662,2025-04-15,C1213,P1085,M105,5,631.68,0.0,488.21
O10662,2025-04-15,C1213,P1022,M105,2,233.89,0.0,184.15
O10662,2025-04-15,C1213,P1091,M105,2,241.58,0.15,142.78
O10663,2025-11-08,C1272,P1080,M105,5,321.8,0.05,216.71
O10663,2025-11-08,C1272,P1013,M105,4,271.34,0.0,142.42
O10663,2025-11-08,C1272,P1062,M105,5,342.95,0.05,259.54
O10663,2025-11-08,C1272,P1029,M105,1,483.5,0.05,280.27
O10664,2024-04-19,C1291,P1102,M100,1,19.68,0.05,11.74
O10664,2024-04-19,C1291,P1042,M100,3,855.91,0.1,668.46
O10665,2025-10-08,C1109,P1065,M104,4,364.64,0.1,238.11
O10665,2025-10-08,C1109,P1019,M104,5,515.58,0.2,401.64
O10665,2025-10-08,C1109,P1012,M104,2,488.57,0.05,261.2
O10665,2025-10-08,C1109,P1057,M104,2,326.86,0.0,185.96
O10666,2025-06-02,C1207,P1002,M104,3,860.25,0.1,497.87
O10666,2025-06-02,C1207,P1082,M104,1,281.34,0.1,172.5
O10667,2024-07-23,C1179,P1036,M102,5,78.99,0.1,61.46
O10667,2024-07-23,C1179,P1042,M102,5,298.95,0.1,217.19
O10668,2025-03-16,C1399,P1007,M105,4,911.73,0.15,692.74
O10668,2025-03-16,C1399,P1084,M105,3,218.17,0.15,166.54
O10668,2025-03-16,C1399,P1000,M105,3,49.16,0.0,30.22
O10668,2025-03-16,C1399,P1055,M105,1,701.09,0.05,417.97
O10669,2025-12-31,C1453,P1008,M104,5,516.47,0.05,278.18
O10669,2025-12-31,C1453,P1029,M104,3,451.23,0.2,268.56
O10669,2025-12-31,C1453,P1069,M104,5,388.9,0.2,289.18
O10670,2025-02-19,C1327,P1020,M103,1,542.31,0.15,282.93
O10671,2025-08-19,C1053,P1037,M105,1,765.66,0.2,546.12
O10671,2025-08-19,C1053,P1102,M105,2,250.52,0.1,158.84
O10671,2025-08-19,C1053,P1109,M105,3,473.46,0.15,287.84
O10672,2024-06-14,C1001,P1011,M103,3,680.53,0.1,444.17
O10672,2024-06-14,C1001,P1003,M103,1,969.28,0.15,671.36
O10672,2024-06-14,C1001,P1042,M103,4,135.2,0.0,102.09
O10672,2024-06-14,C1001,P1043,M103,4,84.87,0.0,56.35
O10673,2024-12-15,C1298,P1074,M104,3,175.8,0.0,106.55
O10673,2024-12-15,C1298,P1081,M104,1,675.56,0.15,483.93
O10673,2024-12-15,C1298,P1064,M104,1,836.61,0.05,536.91
O10674,2024-09-26,C1119,P1025,M107,5,435.15,0.0,322.64
O10674,2024-09-26,C1119,P1047,M107,5,947.43,0.0,541.92
O10674,2024-09-26,C1119,P1098,M107,4,583.94,0.0,371.79
O10675,2024-02-05,C1007,P1064,M104,2,352.16,0.0,180.18
O10675,2024-02-05,C1007,P1048,M104,3,398.08,0.2,290.61
O10676,2025-11-23,C1481,P1026,M102,1,393.31,0.1,295.28
O10676,2025-11-23,C1481,P1068,M102,4,679.13,0.2,390.6
O10677,2025-03-22,C1059,P1055,M106,2,175.1,0.05,97.61
O10677,2025-03-22,C1059,P1062,M106,3,866.99,0.0,668.24
O10677,2025-03-22,C1059,P1051,M106,3,362.84,0.15,206.26
O10678,2025-12-24,C1295,P1084,M106,4,818.63,0.1,603.98
O10678,2025-12-24,C1295,P1000,M106,5,85.54,0.15,68.03
O10678,2025-12-24,C1295,P1027,M106,1,12.88,0.1,9.02
O10679,2024-09-16,C1143,P1061,M104,2,266.81,0.0,169.76
O10680,2024-06-20,C1050,P1106,M104,3,837.76,0.05,669.41
O10680,2024-06-20,C1050,P1104,M104,5,864.33,0.0,635.45
O10680,2024-06-20,C1050,P1020,M104,1,510.72,0.0,278.44
O10680,2024-06-20,C1050,P1062,M104,1,691.34,0.0,510.61
O10681,2025-09-11,C1185,P1001,M103,1,492.21,0.2,323.96
O10682,2025-05-17,C1217,P1103,M101,3,473.07,0.0,306.14
O10682,2025-05-17,C1217,P1019,M101,2,888.96,0.05,510.34
O10682,2025-05-17,C1217,P1064,M101,1,409.94,0.0,320.98
O10682,2025-05-17,C1217,P1094,M101,2,290.91,0.2,156.89
O10683,2024-11-24,C1411,P1014,M101,3,394.22,0.05,215.42
O10683,2024-11-24,C1411,P1010,M101,3,526.53,0.15,266.34
O10683,2024-11-24,C1411,P1101,M101,5,508.65,0.0,263.22
O10683,2024-11-24,C1411,P1031,M101,1,561.14,0.0,282.08
O10684,2025-11-25,C1135,P1040,M100,4,438.44,0.15,258.37
O10684,2025-11-25,C1135,P1036,M100,3,28.17,0.1,19.31
O10684,2025-11-25,C1135,P1062,M100,2,94.94,0.15,61.2
O10685,2024-07-02,C1447,P1035,M102,4,457.79,0.15,271.41
O10685,2024-07-02,C1447,P1087,M102,5,837.22,0.05,582.93
O10685,2024-07-02,C1447,P1005,M102,1,968.06,0.15,542.52
O10685,2024-07-02,C1447,P1112,M102,4,996.2,0.15,591.57
O10686,2024-01-21,C1190,P1056,M107,2,667.46,0.05,510.24
O10686,2024-01-21,C1190,P1026,M107,4,723.13,0.1,450.08
O10687,2025-01-26,C1034,P1046,M102,5,521.95,0.15,386.93
O10688,2025-02-11,C1255,P1003,M105,1,20.69,0.2,13.89
O10688,2025-02-11,C1255,P1069,M105,5,131.26,0.15,96.51
O10689,2025-03-23,C1098,P1005,M107,3,415.92,0.0,216.75
O10689,2025-03-23,C1098,P1113,M107,1,483.91,0.05,379.16
O10690,2024-01-15,C1233,P1072,M100,2,466.26,0.05,361.5
O10691,2024-08-10,C1154,P1070,M103,5,630.0,0.0,338.87
O10692,2024-03-10,C1045,P1099,M100,3,659.64,0.2,483.12
O10692,2024-03-10,C1045,P1003,M100,4,55.94,0.0,40.05
O10692,2024-03-10,C1045,P1105,M100,5,86.37,0.15,60.17
O10693,2025-10-23,C1324,P1061,M106,4,962.74,0.05,559.45
O10694,2024-10-22,C1435,P1058,M104,3,523.14,0.15,306.73
O10695,2025-01-17,C1259,P1097,M106,4,732.59,0.05,556.3
O10696,2025-01-28,C1196,P1050,M106,5,702.32,0.0,479.9
O10696,2025-01-28,C1196,P1062,M106,5,861.15,0.15,501.86
O10696,2025-01-28,C1196,P1043,M106,5,488.18,0.15,294.8
O10697,2025-09-05,C1330,P1093,M106,5,752.23,0.1,398.9
O10697,2025-09-05,C1330,P1047,M106,5,991.77,0.05,558.52
O10697,2025-09-05,C1330,P1007,M106,2,331.46,0.15,206.46
O10697,2025-09-05,C1330,P1009,M106,5,321.66,0.15,182.84
O10698,2024-06-22,C1192,P1005,M106,3,596.64,0.0,324.26
O10698,2024-06-22,C1192,P1069,M106,2,915.38,0.1,591.26
O10699,2025-12-30,C1294,P1034,M102,1,184.65,0.1,122.34
O10700,2024-05-20,C1080,P1108,M107,1,232.31,0.05,167.33
O10700,2024-05-20,C1080,P1118,M107,2,876.24,0.0,683.64
O10701,2025-09-13,C1414,P1077,M101,5,260.24,0.1,160.03
O10701,2025-09-13,C1414,P1032,M101,2,944.12,0.05,520.43
O10702,2024-06-06,C1400,P1042,M100,5,514.02,0.0,351.33
O10703,2024-10-11,C1214,P1027,M105,3,116.34,0.0,90.9
O10703,2024-10-11,C1214,P1071,M105,3,553.15,0.2,298.41
O10703,2024-10-11,C1214,P1016,M105,5,968.29,0.15,766.51
O10703,2024-10-11,C1214,P1002,M105,1,550.93,0.0,432.05
O10704,2024-12-31,C1192,P1019,M103,2,565.97,0.0,358.1
O10705,2025-07-07,C1454,P1110,M104,4,291.84,0.1,175.56
O10705,2025-07-07,C1454,P1112,M104,4,151.4,0.05,109.93
O10705,2025-07-07,C1454,P1028,M104,2,821.23,0.15,541.67
O10705,2025-07-07,C1454,P1071,M104,3,827.2,0.1,532.74
O10706,2025-06-15,C1251,P1113,M103,2,177.43,0.15,134.14
O10706,2025-06-15,C1251,P1083,M103,1,834.88,0.1,497.75
O10706,2025-06-15,C1251,P1058,M103,1,60.0,0.05,42.97
O10706,2025-06-15,C1251,P1099,M103,5,787.81,0.1,438.91
O10707,2024-10-26,C1063,P1029,M103,5,333.51,0.2,185.91
O10707,2024-10-26,C1063,P1034,M103,2,453.47,0.05,270.37
O10707,2024-10-26,C1063,P1113,M103,4,132.05,0.05,83.07
O10707,2024-10-26,C1063,P1062,M103,2,663.27,0.2,350.45
O10708,2024-05-10,C1286,P1071,M106,1,992.67,0.0,666.17
O10708,2024-05-10,C1286,P1106,M106,2,113.52,0.15,77.96
O10708,2024-05-10,C1286,P1113,M106,1,509.03,0.0,396.18
O10708,2024-05-10,C1286,P1007,M106,1,948.94,0.0,571.55
O10709,2024-04-24,C1455,P1063,M105,1,73.61,0.0,40.35
O10709,2024-04-24,C1455,P1072,M105,2,896.83,0.1,579.57
O10710,2025-06-09,C1197,P1023,M103,5,966.56,0.0,520.7
O10711,2025-12-16,C1132,P1077,M104,4,300.0,0.2,229.9
O10712,2025-09-15,C1257,P1089,M103,4,81.26,0.05,60.94
O10712,2025-09-15,C1257,P1039,M103,1,485.22,0.0,247.15
O10712,2025-09-15,C1257,P1108,M103,2,531.33,0.1,323.46
O10712,2025-09-15,C1257,P1016,M103,5,972.9,0.05,615.67
O10713,2025-12-24,C1206,P1035,M101,1,253.54,0.0,172.99
O10713,2025-12-24,C1206,P1076,M101,4,705.84,0.1,393.96
O10713,2025-12-24,C1206,P1068,M101,2,664.98,0.1,352.01
O10714,2024-02-24,C1450,P1059,M105,1,196.5,0.1,128.82
O10714,2024-02-24,C1450,P1028,M105,5,241.72,0.15,140.33
O10715,2024-07-01,C1368,P1013,M105,1,538.28,0.15,333.13
O10716,2024-12-24,C1226,P1004,M102,1,517.45,0.1,329.35
O10716,2024-12-24,C1226,P1050,M102,5,709.58,0.1,473.29
O10716,2024-12-24,C1226,P1087,M102,1,23.38,0.2,12.87
O10716,2024-12-24,C1226,P1052,M102,4,682.0,0.0,534.51
O10717,2024-02-27,C1125,P1110,M101,2,241.86,0.15,153.86
O10717,2024-02-27,C1125,P1015,M101,4,396.19,0.05,255.16
O10717,2024-02-27,C1125,P1093,M101,5,498.32,0.2,326.1
O10718,2024-08-06,C1014,P1059,M105,3,677.45,0.15,399.3
O10718,2024-08-06,C1014,P1021,M105,2,305.35,0.0,159.88
O10719,2025-05-21,C1414,P1005,M106,3,369.14,0.2,249.78
O10719,2025-05-21,C1414,P1033,M106,1,687.04,0.05,516.93
O10720,2025-02-01,C1281,P1005,M102,2,690.56,0.1,403.88
O10720,2025-02-01,C1281,P1007,M102,3,293.4,0.2,162.82
O10720,2025-02-01,C1281,P1059,M102,4,741.54,0.1,399.37
O10720,2025-02-01,C1281,P1023,M102,2,689.16,0.0,406.89
O10721,2024-12-01,C1393,P1074,M101,1,693.71,0.2,468.62
O10721,2024-12-01,C1393,P1069,M101,3,672.92,0.05,403.63
O10721,2024-12-01,C1393,P1083,M101,1,601.15,0.05,378.8
O10721,2024-12-01,C1393,P1093,M101,5,261.61,0.2,154.73
O10722,2025-02-22,C1088,P1047,M104,4,547.97,0.15,323.12
O10722,2025-02-22,C1088,P1011,M104,1,95.05,0.05,65.1
O10723,2024-06-24,C1365,P1050,M102,5,196.14,0.15,122.54
O10723,2024-06-24,C1365,P1060,M102,3,558.76,0.0,402.46
O10723,2024-06-24,C1365,P1065,M102,2,667.1,0.05,376.8
O10724,2025-07-09,C1315,P1019,M102,5,437.34,0.1,221.69
O10724,2025-07-09,C1315,P1002,M102,3,525.25,0.1,298.48
O10724,2025-07-09,C1315,P1020,M102,1,44.82,0.2,31.01
O10725,2024-12-01,C1474,P1042,M100,4,456.2,0.05,316.34
O10725,2024-12-01,C1474,P1008,M100,3,843.95,0.0,486.8
O10726,2024-10-04,C1325,P1045,M107,5,835.24,0.2,641.28
O10727,2024-02-03,C1049,P1029,M106,2,275.19,0.1,209.53
O10728,2025-01-10,C1202,P1065,M104,4,983.89,0.15,558.42
O10728,2025-01-10,C1202,P1077,M104,3,996.33,0.0,771.3
O10729,2024-06-29,C1418,P1104,M102,4,379.71,0.2,288.79
O10730,2025-10-28,C1039,P1102,M107,4,654.28,0.0,384.34
O10730,2025-10-28,C1039,P1009,M107,5,47.98,0.0,32.38
O10730,2025-10-28,C1039,P1047,M107,1,502.2,0.05,272.22
O10730,2025-10-28,C1039,P1004,M107,1,872.84,0.1,461.32
O10731,2024-09-27,C1183,P1054,M107,4,146.86,0.15,77.0
O10731,2024-09-27,C1183,P1005,M107,5,409.61,0.0,312.66
O10731,2024-09-27,C1183,P1058,M107,5,958.25,0.2,711.25
O10731,2024-09-27,C1183,P1012,M107,5,343.48,0.15,260.47
O10732,2024-09-28,C1179,P1069,M104,5,81.85,0.2,62.22
O10732,2024-09-28,C1179,P1064,M104,5,672.07,0.15,438.13
O10732,2024-09-28,C1179,P1043,M104,5,133.84,0.2,98.74
O10732,2024-09-28,C1179,P1013,M104,2,946.91,0.15,545.5
O10733,2025-10-21,C1496,P1100,M103,2,565.86,0.15,321.02
O10733,2025-10-21,C1496,P1022,M103,5,32.34,0.05,22.08
O10734,2025-09-22,C1080,P1061,M106,4,553.78,0.0,407.63
O10734,2025-09-22,C1080,P1099,M106,3,331.36,0.05,215.96
O10734,2025-09-22,C1080,P1075,M106,3,959.52,0.05,581.9
O10734,2025-09-22,C1080,P1030,M106,3,726.16,0.05,482.38
O10735,2024-10-25,C1189,P1084,M100,5,433.23,0.2,232.12
O10735,2024-10-25,C1189,P1072,M100,3,461.6,0.2,340.07
O10736,2025-10-16,C1125,P1102,M101,4,828.48,0.2,512.09
O10736,2025-10-16,C1125,P1112,M101,1,876.15,0.1,593.39
O10737,2025-12-28,C1262,P1096,M107,2,750.92,0.2,385.98
O10738,2024-09-11,C1245,P1097,M100,4,246.04,0.15,184.26
O10738,2024-09-11,C1245,P1062,M100,3,114.21,0.05,71.12
O10738,2024-09-11,C1245,P1090,M100,4,857.03,0.0,590.65
O10739,2025-10-29,C1042,P1068,M102,5,678.89,0.1,442.89
O10739,2025-10-29,C1042,P1017,M102,2,823.32,0.1,567.48
O10739,2025-10-29,C1042,P1031,M102,1,299.74,0.2,230.27
O10740,2025-11-14,C1256,P1014,M103,1,822.44,0.05,501.81
O10741,2025-03-06,C1305,P1012,M107,4,626.09,0.0,453.22
O10741,2025-03-06,C1305,P1019,M107,4,584.99,0.2,378.16
O10742,2025-12-16,C1136,P1047,M100,3,708.44,0.1,438.03
O10742,2025-12-16,C1136,P1042,M100,1,679.23,0.1,448.54
O10742,2025-12-16,C1136,P1096,M100,1,389.11,0.05,290.82
O10743,2025-05-07,C1024,P1038,M100,1,83.43,0.0,62.74
O10743,2025-05-07,C1024,P1012,M100,3,851.67,0.0,455.87
O10743,2025-05-07,C1024,P1029,M100,3,812.33,0.1,462.54
O10744,2024-10-27,C1089,P1027,M100,2,288.26,0.1,159.41
O10745,2024-03-28,C1356,P1106,M103,5,319.42,0.05,240.26
O10746,2025-08-06,C1480,P1011,M102,1,219.1,0.1,128.99
O10746,2025-08-06,C1480,P1043,M102,1,842.2,0.1,430.97
O10747,2024-01-31,C1490,P1022,M102,5,327.33,0.0,254.62
O10747,2024-01-31,C1490,P1004,M102,3,443.65,0.2,234.11
O10747,2024-01-31,C1490,P1032,M102,3,693.72,0.0,488.6
O10748,2024-12-19,C1071,P1114,M107,4,154.11,0.05,118.72
O10748,2024-12-19,C1071,P1075,M107,3,493.72,0.0,324.96
O10748,2024-12-19,C1071,P1053,M107,3,839.49,0.1,430.79
O10748,2024-12-19,C1071,P1043,M107,2,627.08,0.1,318.03
O10749,2025-04-19,C1088,P1065,M104,1,974.61,0.0,615.46
O10750,2024-08-04,C1194,P1000,M102,5,173.07,0.0,113.25
O10750,2024-08-04,C1194,P1048,M102,4,488.69,0.15,331.11
O10750,2024-08-04,C1194,P1066,M102,2,155.98,0.1,116.0
O10751,2025-11-19,C1040,P1063,M103,3,809.86,0.15,578.97
O10751,2025-11-19,C1040,P1073,M103,5,724.07,0.0,501.55
O10751,2025-11-19,C1040,P1102,M103,5,306.02,0.0,214.63
O10751,2025-11-19,C1040,P1069,M103,3,646.37,0.05,485.25
O10752,2025-03-27,C1353,P1042,M104,5,348.91,0.2,192.73
O10752,2025-03-27,C1353,P1003,M104,3,986.46,0.15,664.25
O10752,2025-03-27,C1353,P1069,M104,1,965.04,0.2,559.79
O10753,2024-09-16,C1399,P1073,M100,3,180.72,0.15,123.7
O10753,2024-09-16,C1399,P1037,M100,3,102.72,0.05,74.39
O10753,2024-09-16,C1399,P1054,M100,1,624.61,0.0,419.02
O10753,2024-09-16,C1399,P1099,M100,4,882.29,0.1,674.72
O10754,2024-03-25,C1347,P1087,M107,3,936.63,0.0,598.11
O10754,2024-03-25,C1347,P1091,M107,5,692.64,0.15,401.31
O10755,2024-08-03,C1354,P1108,M102,5,996.72,0.2,508.39
O10755,2024-08-03,C1354,P1066,M102,4,797.83,0.1,531.56
O10756,2025-06-10,C1048,P1022,M101,4,484.72,0.0,247.22
O10756,2025-06-10,C1048,P1097,M101,4,286.67,0.05,149.56
O10757,2024-01-16,C1179,P1041,M105,5,153.13,0.05,83.09
O10757,2024-01-16,C1179,P1060,M105,5,985.67,0.05,613.3
O10757,2024-01-16,C1179,P1116,M105,1,15.3,0.2,11.91
O10758,2024-03-02,C1425,P1102,M100,3,710.46,0.1,470.83
O10758,2024-03-02,C1425,P1067,M100,4,960.0,0.0,713.32
O10758,2024-03-02,C1425,P1105,M100,5,915.47,0.1,657.39
O10759,2024-02-18,C1093,P1083,M107,4,172.29,0.05,127.8
